timestamp,track_id,class,confidence,x_center,y_center,width,height
2025-03-25 14:43:31.656617,0,Car,0.7934893369674683,765,342,66,56
2025-03-25 14:43:31.656711,1,Car,0.7064555883407593,793,267,50,33
2025-03-25 14:43:31.656754,2,Car,0.7434203624725342,925,308,62,45
2025-03-25 14:43:32.834106,3,Car,0.45896339416503906,822,422,106,88
2025-03-25 14:43:33.068661,4,Car,0.45393621921539307,954,413,102,90
2025-03-25 14:43:33.619644,5,Car,0.610541582107544,764,344,67,64
2025-03-25 14:43:35.791934,7,Car,0.6397795677185059,905,393,85,72
2025-03-25 14:43:37.418814,9,Truck,0.4929962158203125,921,377,114,113
